,real,predicted
0,46.040000915527344,46.656796
1,46.11000061035156,45.99729
2,46.810001373291016,46.30535
3,46.5099983215332,46.788033
4,45.15999984741211,46.5282
5,45.220001220703125,44.888683
6,45.34000015258789,45.431618
7,46.11000061035156,45.273014
8,45.459999084472656,45.960957
9,45.369998931884766,45.07174
10,44.689998626708984,45.354862
11,43.880001068115234,44.75137
12,44.15999984741211,43.912605
13,44.02000045776367,44.38414
14,44.29999923706055,44.19652
15,46.099998474121094,44.48594
16,45.95000076293945,46.834755
17,44.529998779296875,45.503002
18,43.25,44.403023
19,42.63999938964844,43.657307
20,42.470001220703125,43.059464
21,42.970001220703125,42.817963
22,45.81999969482422,43.029156
23,44.650001525878906,46.413082
24,44.08000183105469,44.23665
25,45.56999969482422,43.722668
26,45.43000030517578,45.193813
27,45.91999816894531,44.696785
28,45.54999923706055,45.745827
29,45.0,44.81282
30,43.900001525878906,44.593838
31,46.04999923706055,43.813293
32,47.02000045776367,45.67695
33,47.36000061035156,46.315926
34,47.84000015258789,46.52447
35,48.970001220703125,47.31216
36,48.0,47.99275
37,47.099998474121094,47.004936
38,45.34000015258789,46.649014
39,47.59000015258789,45.081276
40,48.41999816894531,47.98987
41,49.81999969482422,47.54233
42,49.54999923706055,48.056183
43,50.66999816894531,48.55057
44,51.56999969482422,49.444927
45,48.79999923706055,50.318813
46,48.97999954223633,47.265133
47,48.400001525878906,49.101948
48,45.0,47.972183
49,45.06999969482422,44.81703
50,45.470001220703125,45.323936
51,43.79999923706055,45.385994
52,43.81999969482422,43.981422
53,44.029998779296875,43.56245
54,45.619998931884766,43.880554
55,45.54999923706055,45.705093
56,45.220001220703125,44.66422
57,45.33000183105469,44.097908
58,45.720001220703125,45.835846
59,46.52000045776367,45.057957
60,47.5,44.92311
61,46.099998474121094,47.53525
62,43.9900016784668,45.106987
63,43.0,43.531612
64,43.25,43.34576
65,43.91999816894531,43.56925
66,43.0,44.038494
67,42.66999816894531,43.010647
68,41.9900016784668,43.17939
69,41.939998626708984,42.428917
70,41.81999969482422,41.946518
71,41.220001220703125,41.65843
72,40.939998626708984,41.305107
73,41.650001525878906,41.001423
74,42.439998626708984,41.459003
75,42.599998474121094,41.6932
76,42.59000015258789,41.75316
77,43.189998626708984,41.684666
78,41.72999954223633,42.42437
79,42.5099983215332,41.38587
80,42.119998931884766,42.172466
81,39.83000183105469,41.73234
82,40.900001525878906,38.979958
83,40.97999954223633,41.093945
84,41.0,40.76477
85,41.29999923706055,40.771996
86,40.900001525878906,41.204758
87,42.75,40.772427
88,42.369998931884766,42.954018
89,41.58000183105469,41.818897
90,41.560001373291016,41.148582
91,41.70000076293945,41.200012
92,41.70000076293945,41.34287
93,40.97999954223633,41.155533
94,40.880001068115234,40.96244
95,41.63999938964844,40.940346
96,42.68000030517578,41.830765
97,42.68000030517578,42.57284
98,41.29999923706055,42.353657
99,40.70000076293945,41.279156
100,40.650001525878906,40.94797
101,39.81999969482422,40.632362
102,39.0,39.856613
103,38.0,39.059853
104,38.209999084472656,38.30798
105,36.869998931884766,38.45619
106,37.279998779296875,37.092186
107,36.459999084472656,37.213478
108,37.029998779296875,36.44489
109,36.63999938964844,36.824512
110,35.290000915527344,36.539467
111,35.849998474121094,35.387047
112,35.970001220703125,35.67795
113,35.900001525878906,35.56986
114,34.779998779296875,35.54597
115,34.66999816894531,34.400967
116,34.5099983215332,34.46722
117,34.61000061035156,34.326496
118,34.31999969482422,34.411606
119,33.52000045776367,34.239136
120,33.16999816894531,33.53433
121,32.7599983215332,33.107754
122,33.0,32.739098
123,32.279998779296875,32.922646
124,33.06999969482422,32.180626
125,32.08000183105469,32.77727
126,31.889999389648434,31.792862
127,32.279998779296875,31.421036
128,33.86000061035156,31.83784
129,33.70000076293945,34.507885
130,32.25,33.878742
131,31.940000534057614,32.353104
132,30.829999923706055,32.10688
133,30.729999542236328,31.17482
134,30.530000686645508,31.062538
135,30.989999771118164,30.805737
136,31.89999961853027,31.239946
137,33.4900016784668,32.05304
138,33.189998626708984,33.71319
139,33.900001525878906,33.14532
140,33.279998779296875,33.64937
141,32.79999923706055,32.876625
142,33.34000015258789,32.616497
143,32.84000015258789,33.06976
144,32.720001220703125,32.60685
145,33.29999923706055,32.614365
146,34.25,33.131557
147,35.13999938964844,34.04493
148,35.130001068115234,34.859932
149,34.95000076293945,34.94818
150,33.63999938964844,34.943558
151,34.439998626708984,33.66808
152,33.720001220703125,34.579304
153,33.7599983215332,33.789024
154,34.380001068115234,33.939262
155,34.220001220703125,34.413982
156,34.02000045776367,33.99736
157,34.13999938964844,34.12376
158,33.849998474121094,34.220135
159,33.529998779296875,34.153225
160,33.130001068115234,33.853992
161,33.72999954223633,33.417057
162,33.959999084472656,34.050545
163,33.380001068115234,34.218693
164,34.7599983215332,33.221916
165,35.91999816894531,34.947906
166,36.060001373291016,35.795517
167,35.29999923706055,35.91511
168,35.59000015258789,35.191357
169,35.220001220703125,35.630955
170,34.66999816894531,35.471283
171,34.2599983215332,34.874672
172,35.31999969482422,34.505978
173,35.79999923706055,35.565952
174,35.83000183105469,36.058212
175,35.08000183105469,35.939423
176,36.08000183105469,35.27859
177,35.5,36.626045
178,34.83000183105469,35.85803
179,35.29999923706055,34.739876
180,35.599998474121094,35.332546
181,36.34000015258789,35.643593
182,36.439998626708984,36.231743
183,38.189998626708984,36.41799
184,38.02000045776367,37.860523
185,38.54999923706055,37.71188
186,39.11000061035156,38.312332
187,38.439998626708984,38.85312
188,39.470001220703125,38.18125
189,39.7599983215332,39.402164
190,38.97999954223633,39.0025
191,39.38999938964844,38.970196
192,39.599998474121094,39.152344
193,39.130001068115234,39.687126
194,40.08000183105469,39.12084
195,39.04999923706055,40.275997
196,38.5099983215332,39.090504
197,38.43000030517578,38.62696
198,38.709999084472656,38.581177
199,39.75,38.492218
200,40.0,39.801155
201,39.9900016784668,39.539783
202,38.9900016784668,39.617664
203,39.52000045776367,38.6509
204,39.279998779296875,39.29758
205,38.72999954223633,38.94529
206,38.22999954223633,38.640682
207,39.0,38.42162
208,38.099998474121094,38.719875
209,38.27000045776367,38.168724
210,37.9900016784668,38.299484
211,37.810001373291016,38.05947
212,37.83000183105469,37.946793
213,38.91999816894531,38.061405
214,38.869998931884766,38.67384
215,38.77000045776367,38.777836
216,39.56999969482422,38.783634
217,38.220001220703125,39.20689
218,38.02000045776367,37.961823
219,38.650001525878906,38.149185
220,38.209999084472656,38.55715
221,38.41999816894531,37.92933
222,36.439998626708984,38.386753
223,36.40999984741211,36.514458
224,36.2599983215332,36.589527
225,36.970001220703125,36.3213
226,37.130001068115234,36.83196
227,37.2599983215332,36.950787
228,36.849998474121094,37.135677
229,36.400001525878906,36.863354
230,35.150001525878906,36.107143
231,33.900001525878906,34.743855
232,34.630001068115234,33.948254
233,34.650001525878906,34.342785
234,33.869998931884766,34.38315
235,34.20000076293945,33.649242
236,36.70000076293945,33.859367
237,37.209999084472656,36.917805
238,36.45000076293945,36.786144
239,36.63999938964844,35.919014
240,36.709999084472656,36.29168
241,36.34000015258789,36.320164
242,35.2599983215332,35.93698
243,35.38999938964844,34.894978
244,34.91999816894531,35.23571
245,34.16999816894531,34.66993
246,34.369998931884766,34.026127
247,35.150001525878906,34.363632
248,35.880001068115234,35.047455
249,36.45000076293945,35.491764
250,36.560001373291016,36.16578
251,35.7400016784668,36.1686
