,real,predicted
0,19.450000762939453,19.557837
1,18.959999084472656,19.603548
2,19.1200008392334,19.167768
3,19.309999465942383,19.269627
4,19.229999542236328,19.484756
5,19.1200008392334,19.331562
6,19.3799991607666,19.287907
7,19.56999969482422,19.627262
8,19.420000076293945,19.865427
9,19.329999923706055,19.48237
10,19.260000228881836,19.414427
11,19.040000915527344,19.393488
12,19.530000686645508,19.089983
13,20.15999984741211,19.62522
14,20.040000915527344,20.242258
15,20.5,20.110668
16,20.100000381469727,20.536125
17,19.739999771118164,19.959639
18,19.6200008392334,19.789085
19,19.6299991607666,19.63667
20,19.780000686645508,19.785845
21,19.84000015258789,19.759844
22,21.209999084472656,19.876884
23,21.18000030517578,21.27948
24,21.40999984741211,21.23034
25,20.969999313354492,21.335016
26,20.469999313354492,20.80162
27,20.15999984741211,20.239101
28,20.110000610351562,20.035536
29,19.81999969482422,20.051128
30,19.690000534057617,19.64227
31,19.829999923706055,19.730827
32,19.979999542236328,19.777431
33,20.06999969482422,19.963284
34,20.299999237060547,19.96518
35,20.729999542236328,20.242025
36,19.850000381469727,20.638767
37,19.729999542236328,19.673637
38,18.8700008392334,19.690184
39,19.219999313354492,18.87292
40,19.329999923706055,19.18244
41,19.860000610351562,19.137253
42,19.969999313354492,19.565355
43,19.610000610351562,19.92541
44,19.399999618530273,19.45814
45,18.760000228881836,19.437275
46,18.579999923706055,18.864176
47,15.350000381469728,18.510654
48,14.899999618530272,16.629507
49,15.149999618530273,15.758056
50,15.159999847412108,15.616746
51,15.210000038146973,15.705354
52,15.53999996185303,15.728006
53,15.609999656677244,15.943588
54,15.500000000000002,15.844559
55,15.4399995803833,15.906152
56,15.329999923706055,15.92474
57,15.350000381469728,16.010073
58,15.329999923706055,16.214174
59,15.510000228881836,16.25175
60,15.579999923706055,16.279364
61,15.399999618530273,16.241962
62,15.369999885559082,16.152815
63,14.800000190734863,16.172504
64,15.149999618530273,15.73994
65,14.97999954223633,15.903251
66,14.550000190734863,15.991666
67,14.300000190734863,15.646242
68,14.140000343322754,15.405119
69,13.720000267028809,15.246955
70,14.010000228881836,14.954508
71,13.84000015258789,15.012868
72,13.819999694824219,14.897
73,14.199999809265137,14.671023
74,14.710000038146973,14.798793
75,14.829999923706056,15.383042
76,14.880000114440918,15.483767
77,15.140000343322754,15.625711
78,14.710000038146973,16.027578
79,15.159999847412108,15.511888
