,real,predicted
0,64.97000122070312,70.018814
1,64.5,68.016014
2,63.88999938964844,68.037224
3,62.91999816894532,66.590256
4,63.669998168945305,65.30097
5,64.51000213623047,66.13852
6,69.55000305175781,67.04933
7,70.16000366210938,72.064255
8,68.25,72.20352
9,67.0,69.64693
10,68.3499984741211,69.36143
11,68.25,71.14475
12,70.45999908447266,70.40199
13,69.44999694824219,72.6422
14,68.44999694824219,70.792786
15,70.0199966430664,69.93282
16,68.56999969482422,72.33574
17,68.72000122070312,70.9472
18,67.69999694824219,71.24011
19,68.33999633789062,70.565094
20,68.43000030517578,71.505684
21,72.04000091552734,71.55471
22,74.0,75.94757
23,75.79000091552734,76.9645
24,76.95999908447266,78.21693
25,75.2300033569336,79.31441
26,75.51000213623047,77.33525
27,73.98999786376953,78.9004
28,73.48999786376953,77.64127
29,72.18000030517578,76.73725
30,69.83000183105469,75.55724
31,70.93000030517578,74.2791
32,71.95999908447266,75.78056
33,71.11000061035156,76.684
34,72.0199966430664,75.56182
35,74.12999725341797,76.50399
36,71.93000030517578,78.23329
37,71.93000030517578,75.68583
38,73.52999877929688,76.35874
39,70.91000366210938,78.26196
40,67.44999694824219,75.14109
41,67.12999725341797,71.42495
42,69.16999816894531,71.27368
43,67.1500015258789,73.4096
44,72.25,71.08392
45,71.87000274658203,76.86202
46,74.05000305175781,75.29945
47,73.1500015258789,77.270966
48,74.55000305175781,76.039635
49,82.30000305175781,77.864494
50,83.30999755859375,85.59051
51,82.44000244140625,85.2397
52,83.0999984741211,83.90079
53,80.83000183105469,83.46636
54,79.91999816894531,82.42046
55,80.13999938964844,81.93569
56,80.93000030517578,83.02934
57,80.9000015258789,83.6998
58,81.30000305175781,83.3029
59,84.44000244140625,84.16717
60,85.70999908447266,86.63683
61,86.18000030517578,88.051674
62,86.80000305175781,88.27503
63,86.70999908447266,89.399025
64,87.97000122070312,89.318695
65,84.83999633789062,90.11692
66,85.87999725341797,86.55145
67,88.73999786376953,88.81697
68,86.08999633789062,91.808754
69,86.16000366210938,89.99448
70,86.88999938964844,91.07008
71,87.16999816894531,91.54743
72,85.68000030517578,91.85392
73,85.37000274658203,90.48788
74,85.75,90.96409
75,86.23999786376953,90.96508
76,85.75,91.385475
77,86.31999969482422,90.60459
78,89.19000244140625,91.10298
79,88.98999786376953,94.12006
80,88.87999725341797,93.25639
81,89.23999786376953,93.05897
82,89.4000015258789,93.33477
83,90.9000015258789,94.14019
84,92.33999633789062,95.97442
85,92.44000244140625,96.40088
86,93.58000183105469,96.34719
87,93.25,97.3809
88,93.73999786376953,96.86921
89,93.81999969482422,97.314514
90,92.12999725341797,97.64849
91,93.33999633789062,96.39631
92,93.73999786376953,97.635414
93,93.98999786376953,97.54728
94,94.30000305175781,98.11271
95,95.30000305175781,98.44529
96,96.19999694824219,98.94534
97,98.0,99.6814
98,95.31999969482422,101.02375
99,94.9800033569336,98.70714
